anime_id,name,genre,type,comb
34299,Digimon Adventure tri. 4: Soushitsu,"action, adventure, comedy, drama",movie,"action, adventure, comedy, drama movie"
33672,Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,"adventure, comedy, fantasy, kids, shounen",movie,"adventure, comedy, fantasy, kids, shounen movie"
31678,Dragon Nest: Throne of Elves,"action, adventure, fantasy, magic",movie,"action, adventure, fantasy, magic movie"
32212,Ensemble Stars!,"music, shoujo",tv,"music, shoujo tv"
34208,Escha Chron,sci-fi,tv,sci-fi tv
3786,Evangelion: 3.0+1.0,"action, mecha, sci-fi",movie,"action, mecha, sci-fi movie"
30778,Fairy Tail Movie 2,"action, adventure, comedy, fantasy, magic, shounen",movie,"action, adventure, comedy, fantasy, magic, shounen movie"
34321,Fate/Grand Order: First Order,"action, fantasy, magic, supernatural",special,"action, fantasy, magic, supernatural special"
34100,Fate/kaleid liner Prisma☆Illya Movie,"action, comedy, fantasy, magic",movie,"action, comedy, fantasy, magic movie"
33049,Fate/stay night Movie: Heaven&#039;s Feel 2,"action, fantasy, magic, supernatural",movie,"action, fantasy, magic, supernatural movie"
33050,Fate/stay night Movie: Heaven&#039;s Feel 3,"action, fantasy, magic, supernatural",movie,"action, fantasy, magic, supernatural movie"
34338,Finis,unknown,tv,unknown tv
34332,Flying Babies,unknown,unknown,unknown unknown
34427,Frame Arms Girl,mecha,tv,mecha tv
33203,Fukumenkei Noise,"music, romance, shoujo",tv,"music, romance, shoujo tv"
33731,Gabriel DropOut,"comedy, school, shounen, supernatural",tv,"comedy, school, shounen, supernatural tv"
33457,Gakuen Handsome Special,"comedy, parody, school, shounen ai",special,"comedy, parody, school, shounen ai special"
34280,Gamers!,"comedy, romance, school",unknown,"comedy, romance, school unknown"
34488,Gan Gan Ganko-chan,"comedy, kids, sci-fi",tv,"comedy, kids, sci-fi tv"
34485,Ganko-chan,unknown,unknown,unknown unknown
32455,Gekidol,music,unknown,music unknown
33389,Genba no Joukitsune,unknown,movie,unknown movie
32936,Gin no Guardian,"adventure, fantasy",tv,"adventure, fantasy tv"
31433,Ginga Eiyuu Densetsu (2017),"action, drama, military, sci-fi, space",unknown,"action, drama, military, sci-fi, space unknown"
28613,Ginga Jinpuu Jinraiger,"action, adventure, mecha",unknown,"action, adventure, mecha unknown"
33783,Godzilla,"action, adventure, fantasy, sci-fi",movie,"action, adventure, fantasy, sci-fi movie"
34527,Gou-chan. Moko to Chinjuu no Mori no Nakama-tachi,"adventure, kids",movie,"adventure, kids movie"
34279,Grancrest Senki,"action, fantasy",unknown,"action, fantasy unknown"
30532,Gundam Build Fighters OVA,"action, mecha, sci-fi",ova,"action, mecha, sci-fi ova"
23279,Gyakusatsu Kikan,"psychological, sci-fi",movie,"psychological, sci-fi movie"
33378,Haikara-san ga Tooru Movie,"comedy, historical, romance, shoujo",movie,"comedy, historical, romance, shoujo movie"
34403,Hajimete no Gal,"comedy, ecchi, romance, school, shounen",tv,"comedy, ecchi, romance, school, shounen tv"
34016,Hatsukoi Monster OVA,"comedy, romance, school, shoujo",ova,"comedy, romance, school, shoujo ova"
34125,High School Fleet OVA,"action, military, school",ova,"action, military, school ova"
21877,High Score Girl,"comedy, romance, school, seinen",tv,"comedy, romance, school, seinen tv"
33948,Hinako Note,"comedy, slice of life",tv,"comedy, slice of life tv"
33204,Hirune Hime: Shiranai Watashi no Monogatari,"drama, mecha",movie,"drama, mecha movie"
33797,ID-0,mecha,ova,mecha ova
34028,Idol Jihen,music,tv,music tv
33899,IDOLiSH7,"music, shoujo",unknown,"music, shoujo unknown"
33733,Inazuma Eleven: Ares no Tenbin,sports,tv,sports tv
33027,Infini-T Force,"action, seinen, super power",tv,"action, seinen, super power tv"
34012,Isekai Shokudou,"comedy, fantasy, mystery",unknown,"comedy, fantasy, mystery unknown"
33012,Island,"drama, sci-fi",tv,"drama, sci-fi tv"
33840,Kabukibu!,school,tv,school tv
33532,Kaitou Tenshi Twin Angel (TV),magic,tv,magic tv
34198,Kamisama Minarai: Himitsu no Cocotama Movie,"fantasy, kids, magic",movie,"fantasy, kids, magic movie"
33089,Kemono Friends,"adventure, comedy",tv,"adventure, comedy tv"
32133,Kemushi no Boro,kids,movie,kids movie
34501,Kenka Banchou Otome: Girl Beats Boys,unknown,tv,unknown tv
34032,King of Prism: Pride the Hero,"music, shoujo, sports",movie,"music, shoujo, sports movie"
33191,Kishibe Rohan wa Ugokanai,"action, adventure, mystery, supernatural",ova,"action, adventure, mystery, supernatural ova"
31758,Kizumonogatari III: Reiketsu-hen,"action, mystery, supernatural, vampire",movie,"action, mystery, supernatural, vampire movie"
34104,Knight&#039;s &amp; Magic,"action, fantasy, mecha, school",tv,"action, fantasy, mecha, school tv"
33206,Kobayashi-san Chi no Maid Dragon,"comedy, fantasy, slice of life",tv,"comedy, fantasy, slice of life tv"
33519,Koutetsujou no Kabaneri Soushuuhen 1: Tsudou Hikari,"action, drama, fantasy, horror",movie,"action, drama, fantasy, horror movie"
33520,Koutetsujou no Kabaneri Soushuuhen 2: Moeru Inochi,"action, drama, fantasy, horror",movie,"action, drama, fantasy, horror movie"
31658,Kuroko no Basket: Last Game,"school, shounen, sports",movie,"school, shounen, sports movie"
31812,Kuroshitsuji Movie: Book of the Atlantic,"action, comedy, demons, fantasy, historical, shounen, supernatural",movie,"action, comedy, demons, fantasy, historical, shounen, supernatural movie"
34106,Kyoukai no Rinne (TV) 3rd Season,"comedy, romance, school, shounen, supernatural",tv,"comedy, romance, school, shounen, supernatural tv"
34151,Landreaall,"action, adventure, fantasy, martial arts, romance",ova,"action, adventure, fantasy, martial arts, romance ova"
33735,Locker Room,sports,ona,sports ona
34021,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,"action, adventure, comedy, drama",movie,"action, adventure, comedy, drama movie"
17947,Mahou Shoujo Lyrical Nanoha Reflection,"action, comedy, drama, magic, super power",movie,"action, comedy, drama, magic, super power movie"
32900,Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,"action, magic, romance, school, sci-fi, supernatural",movie,"action, magic, romance, school, sci-fi, supernatural movie"
33788,Marginal#4: Kiss kara Tsukuru Big Bang,"music, shoujo",tv,"music, shoujo tv"
33737,Megaton-kyuu Musashi,"mecha, school",tv,"mecha, school tv"
31422,Minami Kamakura Koukou Joshi Jitensha-bu,"school, shounen, sports",tv,"school, shounen, sports tv"
31445,Minna Atsumare! Falcom Gakuen 3rd Season,"comedy, parody, school, seinen",tv,"comedy, parody, school, seinen tv"
20715,Mint,"drama, fantasy",movie,"drama, fantasy movie"
30448,Mirai Arise,sci-fi,unknown,sci-fi unknown
34391,Mobile Suit Gundam Thunderbolt 2nd Season,"action, drama, mecha, military, sci-fi, space",ona,"action, drama, mecha, military, sci-fi, space ona"
34223,Mori no Yousei: Kinoko no Musume,"fantasy, music",tv,"fantasy, music tv"
34383,Netsuzou TRap,"drama, shoujo ai",tv,"drama, shoujo ai tv"
34277,"New Game!: Watashi, Shain Ryokou tte Hajimete nano de...","comedy, slice of life",ova,"comedy, slice of life ova"
33850,Nil Admirari no Tenbin: Teito Genwaku Kitan,unknown,tv,unknown tv
34264,Ninja Bear,"comedy, school",tv,"comedy, school tv"
32447,Nora to Oujo to Noraneko Heart,"comedy, ecchi",tv,"comedy, ecchi tv"
34148,Nyanko Days,"comedy, slice of life",tv,"comedy, slice of life tv"
34392,One Room,unknown,tv,unknown tv
33983,Onihei,"historical, seinen",tv,"historical, seinen tv"
33949,Oshiete! Galko-chan (OVA),"comedy, school, slice of life",ova,"comedy, school, slice of life ova"
34262,Oushitsu Kyoushi Haine,"comedy, historical, shounen",unknown,"comedy, historical, shounen unknown"
34161,Overlord Movie,"action, adventure, fantasy, game, magic, supernatural",movie,"action, adventure, fantasy, game, magic, supernatural movie"
33185,Peace Maker Kurogane (Shinsaku),"action, comedy, historical, samurai, shounen",unknown,"action, comedy, historical, samurai, shounen unknown"
33447,Piace: Watashi no Italian,"comedy, slice of life",tv,"comedy, slice of life tv"
30695,Pop in Q,"fantasy, music",movie,"fantasy, music movie"
24023,Project758,drama,unknown,drama unknown
33391,Red Ash The Animation: Magicicada,"action, fantasy",movie,"action, fantasy movie"
33019,Reikenzan: Hoshikuzu-tachi no Utage 2nd Season,"comedy, fantasy, magic",tv,"comedy, fantasy, magic tv"
32262,Renai Boukun,"comedy, romance, school, supernatural",tv,"comedy, romance, school, supernatural tv"
34348,Rescue Academia,drama,unknown,drama unknown
32951,Rokudenashi Majutsu Koushi to Akashic Records,"action, fantasy, magic, school",tv,"action, fantasy, magic, school tv"
34393,Room Mate: One Room Side M,unknown,tv,unknown tv
33726,Saiyuuki Reload Blast,"action, adventure, comedy, drama, josei, supernatural",tv,"action, adventure, comedy, drama, josei, supernatural tv"
34494,Sakura Quest,comedy,tv,comedy tv
34102,Sakurada Reset,"mystery, school, super power, supernatural",tv,"mystery, school, super power, supernatural tv"
33889,Saredo Tsumibito wa Ryuu to Odoru,"action, drama, fantasy, sci-fi",tv,"action, drama, fantasy, sci-fi tv"
34289,Schoolgirl Strikers: Animation Channel,"action, school",tv,"action, school tv"
32032,Seikaisuru Kado,unknown,unknown,unknown unknown
33836,Seiren,school,tv,school tv
32836,Senki Zesshou Symphogear 4th Season,"action, music, sci-fi",tv,"action, music, sci-fi tv"
32843,Senki Zesshou Symphogear 5th Season,"action, music, sci-fi",tv,"action, music, sci-fi tv"
34456,Sentai Hero Sukiyaki Force,comedy,tv,comedy tv
34315,Shimajirou to Niji no Oasis,kids,movie,kids movie
30736,Shingeki no Bahamut: Virgin Soul,"action, adventure, demons, fantasy, magic, supernatural",tv,"action, adventure, demons, fantasy, magic, supernatural tv"
30223,Shishou Series,"horror, school, seinen, supernatural",tv,"horror, school, seinen, supernatural tv"
33095,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,"drama, josei",tv,"drama, josei tv"
33502,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,"drama, fantasy, romance, sci-fi",tv,"drama, fantasy, romance, sci-fi tv"
33834,Sin: Nanatsu no Taizai,"ecchi, fantasy",tv,"ecchi, fantasy tv"
33362,Starmyu 2nd Season,"music, school, slice of life",tv,"music, school, slice of life tv"
33036,Suki ni Naru Sono Shunkan wo.: Kokuhaku Jikkou Iinkai,"comedy, drama, romance, school",movie,"comedy, drama, romance, school movie"
33013,Super Lovers OVA,"comedy, drama, romance, shounen ai",ova,"comedy, drama, romance, shounen ai ova"
27783,Sword Gai (TV),seinen,tv,seinen tv
34086,Tales of Zestiria the X (2017),"action, adventure, fantasy",tv,"action, adventure, fantasy tv"
34310,Tamagotchi Movie: Tanpen Himitsu no Otodoke Daisakusen!,unknown,movie,unknown movie
33308,Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,"comedy, mystery, super power",special,"comedy, mystery, super power special"
34177,Tenshi no 3P!,"music, school, slice of life",tv,"music, school, slice of life tv"
34449,THE REFLECTION,"action, super power",tv,"action, super power tv"
32596,The Snack World (TV),"adventure, comedy, fantasy, kids",tv,"adventure, comedy, fantasy, kids tv"
34416,The Snack World: Hitogirai no Renny,"adventure, comedy, fantasy, kids",movie,"adventure, comedy, fantasy, kids movie"
33473,Tokyo Futago Athletic,"comedy, sports",ona,"comedy, sports ona"
21305,Trick or Alice,fantasy,ova,fantasy ova
33581,Trinity Seven Movie: Eternity Library to Alchemic Girl,"action, comedy, ecchi, fantasy, harem, magic, romance, school, shounen",movie,"action, comedy, ecchi, fantasy, harem, magic, romance, school, shounen movie"
23275,Tsubu★Doll,music,ova,music ova
34019,Tsugumomo,"action, comedy, ecchi, school, seinen, supernatural",tv,"action, comedy, ecchi, school, seinen, supernatural tv"
34474,Tsukipro The Animation,unknown,tv,unknown tv
34498,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",drama,movie,drama movie
34076,Uchouten Kazoku 2,"comedy, drama, fantasy, slice of life",tv,"comedy, drama, fantasy, slice of life tv"
33064,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,"action, drama, military, sci-fi, space",ova,"action, drama, military, sci-fi, space ova"
33478,UQ Holder!,"action, fantasy, magic, sci-fi, shounen",unknown,"action, fantasy, magic, sci-fi, shounen unknown"
32924,Urara Meirochou,"comedy, seinen, slice of life",tv,"comedy, seinen, slice of life tv"
32012,Utakata Overdrive,"fantasy, music",ova,"fantasy, music ova"
34522,"Wake Up, Girls! Shin Shou","drama, music",tv,"drama, music tv"
34022,Whistle! (ONA),"school, shounen, sports",ona,"school, shounen, sports ona"
34467,Yami Shibai 4th Season,"dementia, horror, supernatural",tv,"dementia, horror, supernatural tv"
32615,Youjo Senki,"magic, military",tv,"magic, military tv"
32222,Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,"comedy, kids, supernatural",movie,"comedy, kids, supernatural movie"
34471,Youkai Watch Movie 4,"comedy, kids, supernatural",movie,"comedy, kids, supernatural movie"
34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,"drama, fantasy, magic, slice of life",tv,"drama, fantasy, magic, slice of life tv"
34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,"drama, fantasy, magic, slice of life",tv,"drama, fantasy, magic, slice of life tv"
33035,Yuyushiki Special,unknown,special,unknown special
33390,Zunda Horizon,unknown,movie,unknown movie
11879,Oni Chichi: Re-born,hentai,ova,hentai ova
29575,Mankitsu Happening,hentai,ova,hentai ova
15843,Koiito Kinenbi The Animation,hentai,ova,hentai ova
21097,Oni Chichi: Rebuild,hentai,ova,hentai ova
2238,Fuyu no Semi,"drama, historical, romance, samurai, yaoi",ova,"drama, historical, romance, samurai, yaoi ova"
10779,Eroge! H mo Game mo Kaihatsu Zanmai,hentai,ova,hentai ova
10380,Oni Chichi: Re-birth,hentai,ova,hentai ova
25345,Rance 01: Hikari wo Motomete The Animation,"fantasy, hentai, magic",ova,"fantasy, hentai, magic ova"
22069,Swing Out Sisters (2014),hentai,ova,hentai ova
8634,Koisuru Boukun,"comedy, romance, yaoi",ova,"comedy, romance, yaoi ova"
12375,Maki-chan to Nau.,hentai,ova,hentai ova
3559,Stringendo: Angel-tachi no Private Lesson,hentai,ova,hentai ova
32587,Shoujo Ramune,hentai,ova,hentai ova
21829,Fella Pure: Mitarashi-san Chi no Jijou The Animation,hentai,ova,hentai ova
15537,Tsugou no Yoi Sexfriend?,hentai,ova,hentai ova
11827,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,"action, fantasy, hentai",ova,"action, fantasy, hentai ova"
24641,Baku Ane: Otouto Shibocchau zo! The Animation,hentai,ova,hentai ova
6893,Oni Chichi,hentai,ova,hentai ova
2798,Hatsu Inu The Animation,hentai,ova,hentai ova
10048,Fuyu no Semi: Tokubetsu Henshuuhan,"action, drama, historical, military, samurai, yaoi",ova,"action, drama, historical, military, samurai, yaoi ova"
7411,Kanojo x Kanojo x Kanojo: Sanshimai to no DokiDoki Kyoudou Seikatsu,"harem, hentai",ova,"harem, hentai ova"
32355,Toshi Densetsu Series,hentai,ova,hentai ova
5959,Mizugi Kanojo: The Animation,hentai,ova,hentai ova
22429,Itadaki! Seieki♥,"hentai, supernatural",ova,"hentai, supernatural ova"
7748,Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,"hentai, school, yuri",ova,"hentai, school, yuri ova"
719,Ai no Kusabi,"drama, romance, sci-fi, yaoi",ova,"drama, romance, sci-fi, yaoi ova"
9322,HHH Triple Ecchi,hentai,ova,hentai ova
5774,Seitokaichou ni Chuukoku,"comedy, drama, romance, school, yaoi",ova,"comedy, drama, romance, school, yaoi ova"
4502,Stringendo+Accelerando Ultimatum Sera,hentai,ova,hentai ova
20377,Dorei Usagi to Anthony The Animation,hentai,ova,hentai ova
20801,Koakuma Kanojo The Animation,"hentai, school, supernatural",ova,"hentai, school, supernatural ova"
33322,JK Bitch ni Shiboraretai,hentai,ova,hentai ova
31886,Dropout,hentai,ova,hentai ova
18655,Koikishi Purely☆Kiss The Animation,hentai,ova,hentai ova
8110,Fukubiki! Triangle: Miharu After,hentai,ova,hentai ova
14991,Harem Time The Animation,"harem, hentai",ova,"harem, hentai ova"
13221,Kyonyuu Fantasy,"demons, fantasy, harem, hentai, supernatural",ova,"demons, fantasy, harem, hentai, supernatural ova"
3918,Resort Boin,hentai,ova,hentai ova
5097,Hatsu Inu 2 The Animation: Strange Kind of Woman - Again,hentai,ova,hentai ova
3102,Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu,hentai,ova,hentai ova
3220,Kanashimi no Belladonna,"drama, hentai",movie,"drama, hentai movie"
31789,Oni Chichi: Vacation,hentai,ova,hentai ova
16474,Soushisouai Note The Animation,hentai,ova,hentai ova
15097,Tropical Kiss,hentai,ova,hentai ova
28779,Futabu!!,"hentai, school, yuri",ova,"hentai, school, yuri ova"
29083,Lovely x Cation The Animation,hentai,ova,hentai ova
12143,Swing Out Sisters,hentai,ova,hentai ova
30614,Ane Yome Quartet,hentai,ova,hentai ova
30243,Gakuen de Jikan yo Tomare,hentai,ova,hentai ova
3210,Ikoku Irokoi Romantan,"comedy, romance, yaoi",ova,"comedy, romance, yaoi ova"
18691,Joshikousei no Koshitsuki,hentai,ova,hentai ova
8291,Ojousama wa H ga Osuki: The Animation,hentai,ova,hentai ova
30891,Oni Chichi: Refresh♥,hentai,ova,hentai ova
30702,Victorian Maid Maria no Houshi,hentai,ova,hentai ova
32667,Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite,hentai,ova,hentai ova
10419,Menkui!,hentai,ova,hentai ova
10683,Tentacle and Witches,"hentai, magic, supernatural",ova,"hentai, magic, supernatural ova"
3939,Kafun Shoujo Chuuihou! The Animation,hentai,ova,hentai ova
2372,Enbo,"drama, hentai",ova,"drama, hentai ova"
29261,Genkaku Cool na Sensei ga Aheboteochi!,hentai,ova,hentai ova
28157,Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,hentai,ova,hentai ova
2135,"Sora no Iro, Mizu no Iro",hentai,ova,hentai ova
7053,Fault!!,hentai,ova,hentai ova
19051,Imouto Paradise! 2,hentai,ova,hentai ova
25667,Boy Meets Harem The Animation,"harem, hentai",ova,"harem, hentai ova"
21521,Futabu!,"hentai, school, yuri",ova,"hentai, school, yuri ova"
32423,Pretty x Cation The Animation,hentai,ova,hentai ova
13057,Peace Hame!,hentai,ova,hentai ova
2867,Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,hentai,ova,hentai ova
14127,Papa Love: Papa to Icha Ero Shitai Musume-tachi to Hitotsu Yane no Shita de,hentai,ova,hentai ova
16472,Sei Yariman Gakuen Enkou Nikki The Animation,hentai,ova,hentai ova
9311,Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,hentai,ova,hentai ova
29808,Namaiki: Kissuisou e Youkoso! The Animation,hentai,ova,hentai ova
15291,Hyakujitsu no Bara: Jinginaki Nikukyuu-hen,"parody, yaoi",special,"parody, yaoi special"
32872,Energy Kyouka!!,hentai,ova,hentai ova
18525,Rin x Sen + Ran -&gt; Sem: Cross Mix,hentai,ova,hentai ova
15841,Tsun Tsun Maid wa Ero Ero Desu,hentai,ova,hentai ova
1787,Viper GTS,"demons, hentai",ova,"demons, hentai ova"
16638,Fault!! Service: Aratanaru Rival,"hentai, school",ova,"hentai, school ova"
33231,Fella Hame Lips,hentai,ova,hentai ova
28961,Idol☆Sister,"harem, hentai",ova,"harem, hentai ova"
6465,Kangoku Senkan,hentai,ova,hentai ova
32620,Koinaka: Koinaka de Hatsukoi x Nakadashi Sexual Life The Animation,hentai,ova,hentai ova
17867,Nuki Doki! Tenshi to Akuma no Sakusei Battle,hentai,ova,hentai ova
9435,Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,hentai,ova,hentai ova
5315,Ero Manga Mitai na Koi Shiyo: Let&#039;s Fall in Love The Ero-manga,hentai,ova,hentai ova
31788,Ero Manga! H mo Manga mo Step-up♪,hentai,ova,hentai ova
6590,Makai Kishi Ingrid,"demons, fantasy, hentai, martial arts",ova,"demons, fantasy, hentai, martial arts ova"
18693,Tenioha!: Onnanoko datte Honto wa Ecchi da yo?,hentai,ova,hentai ova
4763,Tsuma Shibori,"hentai, romance",ova,"hentai, romance ova"
21925,Chichiiro Toiki,hentai,ova,hentai ova
23479,Itadaki! Seieki♥ Special,hentai,special,hentai special
10106,Sweet Home: H na Oneesan wa Suki Desu ka?,"harem, hentai",ova,"harem, hentai ova"
5194,Aneimo,hentai,ova,hentai ova
10694,Bloods: Inraku no Ketsuzoku 2,hentai,ova,hentai ova
3771,"Nee, Chanto Shiyou Yo!",hentai,ova,hentai ova
2446,Nikuyome: Takayanagi Ke no Hitobito,hentai,ova,hentai ova
4358,Aniyome wa Ijippari,hentai,ova,hentai ova
16914,Chu Shite Agechau: Oshikake Oneesan no Seikou Chiryou,hentai,ova,hentai ova
29807,Honoo no Haramase Paidol My★Star Gakuen Z The Animation,hentai,ova,hentai ova
11321,Nee Summer!,hentai,ova,hentai ova
20849,Oni Chichi 2: Revenge,hentai,ova,hentai ova
32518,Shoujo kara Shoujo e...,hentai,ova,hentai ova
6194,Stretta The Animation,hentai,ova,hentai ova
8039,Oppai no Ouja 48,hentai,ova,hentai ova
10280,Uchuu Kaizoku Sara Special,"hentai, sci-fi",special,"hentai, sci-fi special"
5902,Hyakujitsu no Bara,"drama, yaoi",ova,"drama, yaoi ova"
32063,Kyonyuu Hitozuma Onna Kyoushi Saimin,hentai,ova,hentai ova
741,Sensitive Pornograph,"comedy, drama, hentai, romance, yaoi",ova,"comedy, drama, hentai, romance, yaoi ova"
13595,"Suki de Suki de, Suki de The Animation",hentai,ova,hentai ova
19859,Yokujou Bazooka The Animation,hentai,ova,hentai ova
29809,3Ping Lovers!☆Ippu Nisai no Sekai e Youkoso♪ The Animation,hentai,ova,hentai ova
13219,Himesama Gentei!,hentai,ova,hentai ova
12959,Ojousama Yomeiri Kousou!,hentai,ova,hentai ova
31810,Amakano,hentai,ova,hentai ova
21001,Dekakute Ecchi na Ore no Ane,hentai,ova,hentai ova
2432,Discipline,"hentai, school",ova,"hentai, school ova"
17745,Kakushi Dere,hentai,ova,hentai ova
3992,Himekishi Lilia,"demons, fantasy, hentai, horror, magic, supernatural",ova,"demons, fantasy, hentai, horror, magic, supernatural ova"
3375,Kirepapa.,"comedy, drama, romance, yaoi",ova,"comedy, drama, romance, yaoi ova"
2433,Lingeries,hentai,ova,hentai ova
3970,Sentakuya Shin-chan,hentai,ova,hentai ova
3479,Taimanin Asagi,"action, demons, hentai, martial arts, supernatural",ova,"action, demons, hentai, martial arts, supernatural ova"
30898,Tsunpri,hentai,ova,hentai ova
2852,Accelerando: Datenshi-tachi no Sasayaki,hentai,ova,hentai ova
5719,Sex Pistols,"comedy, drama, supernatural, yaoi",ova,"comedy, drama, supernatural, yaoi ova"
10488,Shocking Pink!,"harem, hentai",ova,"harem, hentai ova"
21363,Tokubetsu Jugyou 3 SLG The Animation,hentai,ova,hentai ova
5464,Cafe Junkie,hentai,ova,hentai ova
2136,Front Innocent: Mou Hitotsu no Lady Innocent,hentai,ova,hentai ova
747,Haru wo Daite Ita,"drama, romance, yaoi",ova,"drama, romance, yaoi ova"
19631,Tayu Tayu,"harem, hentai, romance",ova,"harem, hentai, romance ova"
5762,15 Bishoujo Hyouryuuki,"comedy, harem, hentai",ova,"comedy, harem, hentai ova"
16642,Ane Koi: Suki Kirai Daisuki.,hentai,ova,hentai ova
4600,Aneki... My Sweet Elder Sister The Animation,hentai,ova,hentai ova
31118,Demon Busters: Ecchi na Ecchi na Demon Taiji The Animation,"demons, harem, hentai, school, supernatural",ova,"demons, harem, hentai, school, supernatural ova"
12997,Please ♥♥♥♥ Me!,hentai,ova,hentai ova
5784,Ai no Kusabi (2012),"drama, romance, sci-fi, yaoi",ova,"drama, romance, sci-fi, yaoi ova"
2873,Bible Black Only Version,hentai,ova,hentai ova
7178,Tony&#039;s Heroine Series: Kanojo wa Hanayome Kouhosei? Cinderella Collection,hentai,ova,hentai ova
2866,Ane☆Haramix,hentai,ova,hentai ova
22347,Pandra The Animation: Shiroki Yokubou Kuro no Kibou,"demons, fantasy, hentai, supernatural",ova,"demons, fantasy, hentai, supernatural ova"
1401,Bible Black: New Testament,hentai,ova,hentai ova
2396,Milk Junkie: Shimai-hen,hentai,ova,hentai ova
3941,Rensa Byoutou,hentai,ova,hentai ova
4360,Uchuu Kaizoku Sara,"hentai, sci-fi, supernatural",ova,"hentai, sci-fi, supernatural ova"
21069,Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,hentai,ova,hentai ova
734,Kizuna: Koi no kara Sawagi,"drama, romance, yaoi",ova,"drama, romance, yaoi ova"
16189,Miboujin Nikki: Akogare no Ano Hito to Hitotsu Yane no Shita,hentai,ova,hentai ova
9308,Oni Chichi 2,hentai,ova,hentai ova
28309,Oni Chichi 2: Harvest,hentai,ova,hentai ova
17537,Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku,hentai,ova,hentai ova
14379,Shoujo x Shoujo x Shoujo The Animation,"harem, hentai",ova,"harem, hentai ova"
33962,Shoujo-tachi no Sadism The Animation,hentai,ova,hentai ova
24377,Spocon!,hentai,ova,hentai ova
5172,Love Selection The Animation,hentai,ova,hentai ova
25923,Oppai Gakuen Marching Band-bu!,hentai,ova,hentai ova
11067,Oppai Heart: Kanojo wa Kedamono Hatsujouki!?,hentai,ova,hentai ova
33981,Pretty x Cation 2 The Animation,hentai,ova,hentai ova
10458,Ran-&gt;Sem: Hakudaku Delmo Tsuma no Miira Tori,hentai,ova,hentai ova
13785,Uhou Renka,hentai,ova,hentai ova
11065,Shoukoujo The Animation,hentai,ova,hentai ova
203,Words Worth,"adventure, demons, fantasy, hentai, magic",ova,"adventure, demons, fantasy, hentai, magic ova"
6892,Yokorenbo: Immoral Mother,hentai,ova,hentai ova
4010,Alignment You! You! The Animation,"demons, hentai, school, supernatural",ova,"demons, hentai, school, supernatural ova"
31117,Ano Ko to Ii Koto,hentai,ova,hentai ova
972,Bible Black Gaiden,"hentai, supernatural",ova,"hentai, supernatural ova"
12055,Brandish,"hentai, supernatural",ova,"hentai, supernatural ova"
32895,Chijoku no Seifuku,hentai,ova,hentai ova
24911,Kyonyuu Try!: Tanki Shuuchuu Chichi Momi Lesson,hentai,ova,hentai ova
14539,Love 2 Quad,hentai,ova,hentai ova
4473,Shoujo Sect,"comedy, hentai, romance, yuri",ova,"comedy, hentai, romance, yuri ova"
10827,Wizard Girl Ambitious,"fantasy, hentai",ova,"fantasy, hentai ova"
6690,Anata dake Konbanwa,hentai,ova,hentai ova
368,Bible Black,hentai,ova,hentai ova
4399,Honoo no Haramase Tenkousei,"harem, hentai, school, yuri",ova,"harem, hentai, school, yuri ova"
34107,Iizuka-senpai x Blazer: Ane Kyun! yori The Animation,hentai,ova,hentai ova
8293,Gakuen Saimin Reido,hentai,ova,hentai ova
14543,Koutetsu no Majo Annerose,"action, hentai, supernatural",ova,"action, hentai, supernatural ova"
32405,Marshmallow★Imouto★Succubus★,hentai,ova,hentai ova
33505,Tsumamigui 3 The Animation,hentai,ova,hentai ova
31189,Watashi ga Toriko ni Natte Yaru,hentai,ova,hentai ova
10695,Yume Kui: Tsurumiku Shiki Game Seisaku,hentai,ova,hentai ova
1408,Kao no nai Tsuki,hentai,ova,hentai ova
15541,Namanaka Hyaku Percent!: Katamusubi no Shinpa,hentai,ova,hentai ova
3919,Shimaizuma: Shimaizuma 3 The Animation,hentai,ova,hentai ova
5644,"Sora no Iro, Mizu no Iro Ero Specials",hentai,ova,hentai ova
